date,value
2011-01-05 16:00:00,1000000.0
2011-01-06 16:00:00,999595.0
2011-01-07 16:00:00,1003165.0
2011-01-10 16:00:00,1012630.0
2011-01-11 16:00:00,1011415.0
2011-01-12 16:00:00,1015570.0
2011-01-13 16:00:00,1017445.0
2011-01-14 16:00:00,1021630.0
2011-01-18 16:00:00,1009930.0
2011-01-19 16:00:00,1007230.0
2011-01-20 16:00:00,998035.0
